TID	이름	설명
7111	Lord Armor: Superior <Sorcerer - 14 days>	Lord Armor: Superior <Sorcerer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7112	Lord Armor: Superior <Sorcerer - 30 days>	Lord Armor: Superior <Sorcerer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7113	Angel Armor: Offense <Swashbuckler - 14 days>	Angel Armor: Offense <Swashbuckler>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7114	Angel Armor: Defense <Swashbuckler - 14 days>	Angel Armor: Defense <Swashbuckler>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7115	Angel Armor: Balanced <Swashbuckler - 14 days>	Angel Armor: Balanced <Swashbuckler>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7116	Angel Armor: Superior <Swashbuckler - 14 days>	Angel Armor: Superior <Swashbuckler>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7117	Angel Armor: Superior <Swashbuckler - 30 days>	Angel Armor: Superior <Swashbuckler>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7118	Angel Armor: Offense <Ranger - 14 days>	Angel Armor: Offense <Ranger>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7119	Angel Armor: Defense <Ranger - 14 days>	Angel Armor: Defense <Ranger>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7120	Angel Armor: Balanced <Ranger - 14 days>	Angel Armor: Balanced <Ranger>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7121	Angel Armor: Superior <Ranger - 14 days>	Angel Armor: Superior <Ranger>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7122	Angel Armor: Superior <Ranger - 30 days>	Angel Armor: Superior <Ranger>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7123	Angel Armor: Offense <Elementalist - 14 days>	Angel Armor: Offense <Elementalist>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7124	Angel Armor: Defense <Elementalist - 14 days>	Angel Armor: Defense <Elementalist>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7125	Angel Armor: Balanced <Elementalist - 14 days>	Angel Armor: Balanced <Elementalist>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7126	Angel Armor: Superior <Elementalist - 14 days>	Angel Armor: Superior <Elementalist>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan reserve usage\nSuspension does not alter the Duration
7127	Angel Armor: Superior <Elementalist - 30 days>	Angel Armor: Superior <Elementalist>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan reserve usage\nSuspension does not alter the Duration
7128	Kimono: Offense <Knight - 14 days>	Kimono: Offense <Knight>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7129	Kimono: Defense <Knight - 14 days>	Kimono: Defense <Knight>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7130	Kimono: Balanced <Knight - 14 days>	Kimono: Balanced <Knight>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7131	Kimono: Superior <Knight - 14 days>	Kimono: Superior <Knight>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7132	Kimono: Superior <Knight - 30 days>	Kimono: Superior <Knight>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7133	Kimono: Offense <Archer - 14 days>	Kimono: Offense <Archer>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7134	Kimono: Defense <Archer - 14 days>	Kimono: Defense <Archer>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7135	Kimono: Balanced <Archer - 14 days>	Kimono: Balanced <Archer>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7136	Kimono: Superior <Archer - 14 days>	Kimono: Superior <Archer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7137	Kimono: Superior <Archer - 30 days>	Kimono: Superior <Archer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7138	Kimono: Offense <Mage - 14 days>	Kimono: Offense <Mage>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7139	Kimono: Defense <Mage - 14 days>	Kimono: Defense <Mage>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7140	Kimono: Balanced <Mage - 14 days>	Kimono: Balanced <Mage>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7141	Kimono: Superior <Mage - 14 days>	Kimono: Superior <Mage>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7142	Kimono: Superior <Mage - 30 days>	Kimono: Superior <Mage>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7143	Kimono: Offense <Berserker - 14 days>	Kimono: Offense <Berserker>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7144	Kimono: Defense <Berserker - 14 days>	Kimono: Defense <Berserker>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7145	Kimono: Balanced <Berserker - 14 days>	Kimono: Balanced <Berserker>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7146	Kimono: Superior <Berserker - 14 days>	Kimono: Superior <Berserker>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7147	Kimono: Superior <Berserker - 30 days>	Kimono: Superior <Berserker>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7148	Kimono: Offense <Hunter - 14 days>	Kimono: Offense <Hunter>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7149	Kimono: Defense <Hunter - 14 days>	Kimono: Defense <Hunter>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7150	Kimono: Balanced <Hunter - 14 days>	Kimono: Balanced <Hunter>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7151	Kimono: Superior <Hunter - 14 days>	Kimono: Superior <Hunter>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7152	Kimono: Superior <Hunter - 30 days>	Kimono: Superior <Hunter>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7153	Kimono: Offense <Sorcerer - 14 days>	Kimono: Offense <Sorcerer>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7154	Kimono: Defense <Sorcerer - 14 days>	Kimono: Defense <Sorcerer>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7155	Kimono: Balanced <Sorcerer - 14 days>	Kimono: Balanced <Sorcerer>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7156	Kimono: Superior <Sorcerer - 14 days>	Kimono: Superior <Sorcerer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
